supplier,region,fiscal_year,fiscal_quarter,mill_produced_MT,mill_dispatched_MT,vaighai_offtake_est_MT,vaighai_purchased_MT,in_mir,in_purchase,our_share_of_dispatch_pct
(RK Coir) Vishalachi Coirs,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2022,FQ1,21.0,16.0,16.0,0.0,True,False,100.0
(RK Coir) Vishalachi Coirs,Madurai,2022,FQ2,26.0,14.0,14.0,0.0,True,False,100.0
(RK Coir) Vishalachi Coirs,Madurai,2022,FQ3,12.0,4.0,0.0,0.0,True,False,0.0
(RK Coir) Vishalachi Coirs,Madurai,2022,FQ4,7.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
(RK Coir) Vishalachi Coirs,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2022,FQ2,16.0,16.0,16.0,16.17,True,True,100.0
(Ramesh M) M R Fiber,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
(Ramesh M) M R Fiber,Madurai,2024,FQ2,57.0,60.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2024,FQ3,10.0,5.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2024,FQ4,74.0,64.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2025,FQ1,12.0,12.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2025,FQ2,40.0,40.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2025,FQ3,12.0,12.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2025,FQ4,45.0,48.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2026,FQ1,35.0,36.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2026,FQ2,60.0,64.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2026,FQ3,67.0,60.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2026,FQ4,50.0,48.0,0.0,0.0,True,False,0.0
(Ramesh M) M R Fiber,Madurai,2027,FQ1,62.0,56.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2021,FQ2,14.0,15.0,15.0,0.0,True,False,100.0
A J Coir,Pollachi,2021,FQ3,103.0,91.0,40.0,0.0,True,False,43.956043956043956
A J Coir,Pollachi,2021,FQ4,329.0,104.0,38.0,38.18,True,True,36.53846153846153
A J Coir,Pollachi,2022,FQ1,137.0,22.0,22.0,22.88,True,True,100.0
A J Coir,Pollachi,2022,FQ2,64.0,25.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2022,FQ3,40.0,44.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2022,FQ4,35.0,27.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2023,FQ2,105.0,45.0,20.0,0.0,True,False,44.44444444444444
A J Coir,Pollachi,2023,FQ3,47.0,5.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2023,FQ4,55.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2024,FQ1,25.0,16.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2024,FQ2,44.0,22.0,22.0,0.0,True,False,100.0
A J Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2024,FQ4,90.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2025,FQ1,40.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2025,FQ2,55.0,55.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2025,FQ3,25.0,25.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2025,FQ4,20.0,20.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
A J Coir,Pollachi,2026,FQ4,25.0,25.0,0.0,0.0,True,False,0.0
A J Coir,Pollachi,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2021,FQ3,20.0,12.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2021,FQ4,164.0,122.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2022,FQ1,70.0,48.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2022,FQ2,57.0,45.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2022,FQ3,29.0,29.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2022,FQ4,13.0,13.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2023,FQ2,47.0,35.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2023,FQ3,85.0,71.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2023,FQ4,199.0,150.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2024,FQ1,78.0,72.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2024,FQ2,71.0,71.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2024,FQ3,8.0,11.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2024,FQ4,141.0,140.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2025,FQ1,92.0,88.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2025,FQ2,72.0,79.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2025,FQ3,24.0,29.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2025,FQ4,69.0,61.0,0.0,0.0,True,False,0.0
A J Fiber,Madurai,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
A J Fiber,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2021,FQ3,51.0,23.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2021,FQ4,71.0,47.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2022,FQ1,59.0,31.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2022,FQ2,101.0,58.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2022,FQ3,46.0,21.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2022,FQ4,11.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2023,FQ2,4.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2023,FQ3,27.0,19.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2023,FQ4,60.0,35.0,0.0,0.0,True,False,0.0
A N S Fibers,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
A N S Fibers,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2022,FQ1,74.0,48.0,22.0,22.195,True,True,45.83333333333333
A P Fibers,Madurai,2022,FQ2,35.0,12.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2022,FQ3,36.0,28.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2022,FQ4,8.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2023,FQ2,10.0,10.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2024,FQ3,10.0,10.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2024,FQ4,87.0,87.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2025,FQ1,53.0,53.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2025,FQ3,17.0,17.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2025,FQ4,66.0,66.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2026,FQ2,26.0,26.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
A P Fibers,Madurai,2026,FQ4,16.0,16.0,0.0,0.0,True,False,0.0
A P Fibers,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2021,FQ1,16.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2021,FQ3,50.0,37.0,0.0,0.0,True,False,0.0
A P V Fibers,Madurai,2021,FQ4,85.0,73.0,0.0,0.0,True,False,0.0
A P V Fibers,Madurai,2022,FQ1,16.0,16.0,0.0,0.0,True,False,0.0
A P V Fibers,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
A P V Fibers,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2023,FQ3,38.0,20.0,20.0,0.0,True,False,100.0
A R Coir,Pollachi,2023,FQ4,223.0,111.0,15.0,0.0,True,False,13.513513513513514
A R Coir,Pollachi,2024,FQ1,103.0,91.0,0.0,0.0,True,False,0.0
A R Coir,Pollachi,2024,FQ2,50.0,40.0,0.0,0.0,True,False,0.0
A R Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2024,FQ4,213.0,115.0,48.0,0.0,True,False,41.73913043478261
A R Coir,Pollachi,2025,FQ1,108.0,75.0,0.0,0.0,True,False,0.0
A R Coir,Pollachi,2025,FQ2,26.0,21.0,0.0,0.0,True,False,0.0
A R Coir,Pollachi,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2025,FQ4,59.0,49.0,0.0,0.0,True,False,0.0
A R Coir,Pollachi,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
A R Coir,Pollachi,2027,FQ1,176.0,48.0,23.0,0.0,True,False,47.91666666666667
A S Coir,Pollachi,2021,FQ1,22.0,22.0,22.0,0.0,True,False,100.0
A S Coir,Pollachi,2021,FQ2,0.0,0.0,0.0,16.98,True,True,
A S Coir,Pollachi,2021,FQ3,15.0,15.0,0.0,0.0,True,False,0.0
A S Coir,Pollachi,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
A S Coir,Pollachi,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
A S Coir,Salem,2023,FQ2,0.0,0.0,0.0,21.45,False,True,
A S Coir,Salem,2024,FQ4,0.0,0.0,0.0,63.55,False,True,
A S Coir,Salem,2025,FQ1,0.0,0.0,0.0,21.12,False,True,
A S Coir,Salem,2025,FQ4,0.0,0.0,0.0,22.63,False,True,
A.Rangasamy,Salem,2022,FQ1,0.0,0.0,0.0,289.42,False,True,
A.Rangasamy,Salem,2022,FQ2,0.0,0.0,0.0,23.97,False,True,
AAA Coir,Peravurani,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
AAA Coir,Peravurani,2021,FQ2,85.0,78.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2021,FQ3,38.0,14.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2021,FQ4,147.0,138.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2022,FQ1,138.0,108.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2022,FQ2,160.0,138.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2022,FQ3,24.0,24.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2022,FQ4,14.0,12.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2023,FQ2,64.0,36.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2023,FQ3,20.0,20.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2023,FQ4,126.0,120.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2024,FQ1,91.0,76.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2024,FQ2,119.0,132.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2024,FQ3,25.0,29.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2024,FQ4,88.0,88.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2025,FQ1,62.0,52.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2025,FQ2,16.0,10.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
AAA Coir,Peravurani,2025,FQ4,50.0,43.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2026,FQ1,63.0,50.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2026,FQ2,12.0,12.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
AAA Coir,Peravurani,2026,FQ4,12.0,12.0,0.0,0.0,True,False,0.0
AAA Coir,Peravurani,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2020,FQ4,0.0,0.0,0.0,15.17,False,True,
AB Coir,Kangeyam,2021,FQ1,48.0,38.0,18.0,57.19,True,True,47.368421052631575
AB Coir,Kangeyam,2021,FQ2,98.0,56.0,56.0,76.095,True,True,100.0
AB Coir,Kangeyam,2021,FQ3,3.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2021,FQ4,40.0,14.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2022,FQ1,62.0,22.0,22.0,22.055,True,True,100.0
AB Coir,Kangeyam,2022,FQ2,106.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2022,FQ3,38.0,9.0,9.0,7.145,True,True,100.0
AB Coir,Kangeyam,2022,FQ4,10.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2023,FQ2,86.0,68.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2023,FQ3,30.0,20.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2023,FQ4,119.0,56.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2024,FQ1,129.0,67.0,22.0,21.71,True,True,32.83582089552239
AB Coir,Kangeyam,2024,FQ2,69.0,19.0,19.0,19.45,True,True,100.0
AB Coir,Kangeyam,2024,FQ3,36.0,6.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2024,FQ4,131.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2025,FQ1,117.0,56.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2025,FQ2,66.0,56.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2025,FQ3,6.0,0.0,0.0,0.0,True,False,
AB Coir,Kangeyam,2025,FQ4,124.0,104.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2026,FQ1,40.0,25.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2026,FQ2,59.0,49.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2026,FQ3,37.0,23.0,23.0,23.45,True,True,100.0
AB Coir,Kangeyam,2026,FQ4,112.0,47.0,0.0,0.0,True,False,0.0
AB Coir,Kangeyam,2027,FQ1,55.0,25.0,0.0,0.0,True,False,0.0
AB Coir,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
ABI Fibre Coir,Peravurani,2021,FQ1,0.0,0.0,0.0,32.865,False,True,
ABI Fibre Coir,Peravurani,2021,FQ2,0.0,0.0,0.0,46.18,False,True,
ABI Fibre Coir,Peravurani,2021,FQ4,0.0,0.0,0.0,13.8,False,True,
ACM Fiber,Peravurani,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2021,FQ2,35.0,33.0,0.0,0.0,True,False,0.0
ACM Fiber,Peravurani,2021,FQ3,8.0,4.0,0.0,0.0,True,False,0.0
ACM Fiber,Peravurani,2021,FQ4,16.0,8.0,0.0,0.0,True,False,0.0
ACM Fiber,Peravurani,2022,FQ1,27.0,27.0,0.0,0.0,True,False,0.0
ACM Fiber,Peravurani,2022,FQ2,16.0,14.0,0.0,0.0,True,False,0.0
ACM Fiber,Peravurani,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2022,FQ4,2.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2023,FQ3,8.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
ACM Fiber,Peravurani,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
ACP Green Exports,UNKNOWN,2026,FQ2,0.0,0.0,0.0,19.29,False,True,
ACP Green Exports,UNKNOWN,2027,FQ1,0.0,0.0,0.0,24.48,False,True,
AG Fibres,Pollachi,2018,FQ4,0.0,0.0,0.0,27.315,False,True,
AG Fibres,Pollachi,2020,FQ1,0.0,0.0,0.0,77.1,False,True,
AG Fibres,Pollachi,2020,FQ2,0.0,0.0,0.0,73.38,False,True,
AG Fibres,Pollachi,2020,FQ4,0.0,0.0,0.0,197.07,False,True,
AG Fibres,Pollachi,2021,FQ1,25.0,25.0,0.0,22.3,True,True,0.0
AG Fibres,Pollachi,2021,FQ2,123.5,99.5,97.5,97.47,True,True,97.98994974874373
AG Fibres,Pollachi,2021,FQ3,207.5,127.5,105.5,86.49000000000001,True,True,82.74509803921568
AG Fibres,Pollachi,2021,FQ4,299.0,57.0,57.0,0.0,True,False,100.0
AG Fibres,Pollachi,2022,FQ1,335.0,211.0,86.0,0.0,True,False,40.758293838862556
AG Fibres,Pollachi,2022,FQ2,133.0,20.0,0.0,0.0,True,False,0.0
AG Fibres,Pollachi,2022,FQ3,5.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2024,FQ4,75.0,75.0,0.0,0.0,True,False,0.0
AG Fibres,Pollachi,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
AG Fibres,Pollachi,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
AGP Coir,Pollachi,2025,FQ4,95.0,71.0,46.0,0.0,True,False,64.7887323943662
AGP Coir,Pollachi,2026,FQ1,102.0,72.0,0.0,0.0,True,False,0.0
AGP Coir,Pollachi,2026,FQ2,81.0,52.0,0.0,0.0,True,False,0.0
AGP Coir,Pollachi,2026,FQ3,121.0,52.0,0.0,0.0,True,False,0.0
AGP Coir,Pollachi,2026,FQ4,185.0,162.0,22.0,0.0,True,False,13.580246913580247
AGP Coir,Pollachi,2027,FQ1,136.0,98.0,48.0,0.0,True,False,48.97959183673469
AGP Coir,UNKNOWN,2025,FQ4,0.0,0.0,0.0,48.07,False,True,
AGP Coir,UNKNOWN,2027,FQ1,0.0,0.0,0.0,72.0,False,True,
AGRI PRO EXIM,UNKNOWN,2023,FQ3,0.0,0.0,0.0,400.0,False,True,
AGRI PRO EXIM,UNKNOWN,2024,FQ3,0.0,0.0,0.0,1500.0,False,True,
AGRI PRO EXIM,UNKNOWN,2024,FQ4,0.0,0.0,0.0,1000.0,False,True,
AGRI PRO EXIM,UNKNOWN,2025,FQ1,0.0,0.0,0.0,310.0,False,True,
AGRI PRO EXIM,UNKNOWN,2025,FQ2,0.0,0.0,0.0,420.0,False,True,
AGRI PRO EXIM,UNKNOWN,2025,FQ3,0.0,0.0,0.0,40.0,False,True,
AKS Coco Pith & Fibres,Salem,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
AKS Coco Pith & Fibres,Salem,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
AKS Coco Pith & Fibres,Salem,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
AKS Coco Pith & Fibres,Salem,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
