supplier,region,fiscal_year,fiscal_quarter,mill_produced_MT,mill_dispatched_MT,vaighai_offtake_est_MT,vaighai_purchased_MT,in_mir,in_purchase,our_share_of_dispatch_pct
Abi Exim,Peravurani,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2022,FQ3,0.0,0.0,0.0,11.42,True,True,
Abi Exim,Peravurani,2022,FQ4,0.0,0.0,0.0,17.71,True,True,
Abi Exim,Peravurani,2023,FQ1,0.0,0.0,0.0,19.7,False,True,
Abi Exim,Peravurani,2023,FQ2,10.0,10.0,0.0,17.365,True,True,0.0
Abi Exim,Peravurani,2023,FQ3,30.0,15.0,0.0,0.0,True,False,0.0
Abi Exim,Peravurani,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
Abi Exim,Peravurani,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2022,FQ2,0.0,0.0,0.0,19.14,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2022,FQ4,0.0,0.0,0.0,12.6,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2023,FQ1,0.0,0.0,0.0,11.78,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2023,FQ2,0.0,0.0,0.0,17.84,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2025,FQ2,0.0,0.0,0.0,17.03,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2025,FQ3,0.0,0.0,0.0,18.29,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2025,FQ4,0.0,0.0,0.0,17.91,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2026,FQ4,0.0,0.0,0.0,18.94,False,True,
Abiramee Manufacturers And Traders Private Limited,Peravurani,2027,FQ1,0.0,0.0,0.0,11.51,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2015,FQ4,0.0,0.0,0.0,15.79,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2016,FQ2,0.0,0.0,0.0,26.625,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2016,FQ4,0.0,0.0,0.0,50.85,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2017,FQ1,0.0,0.0,0.0,22.35,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2017,FQ2,0.0,0.0,0.0,6.63,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2017,FQ3,0.0,0.0,0.0,6.89,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2017,FQ4,0.0,0.0,0.0,2.515,False,True,
"Abirami Coirs,Uluppakudi,Natham",Madurai,2018,FQ1,0.0,0.0,0.0,2.35,False,True,
Abirami Fibres,Peravurani,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2022,FQ2,52.0,19.0,19.0,0.0,True,False,100.0
Abirami Fibres,Peravurani,2022,FQ3,31.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2022,FQ4,8.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2023,FQ4,12.0,12.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2024,FQ1,10.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2024,FQ2,47.0,35.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2024,FQ3,8.0,8.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2024,FQ4,36.0,31.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2025,FQ1,30.0,38.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2025,FQ2,72.0,67.0,34.0,0.0,True,False,50.74626865671642
Abirami Fibres,Peravurani,2025,FQ3,10.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2025,FQ4,86.0,69.0,18.0,0.0,True,False,26.08695652173913
Abirami Fibres,Peravurani,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Abirami Fibres,Peravurani,2026,FQ3,18.0,12.0,0.0,0.0,True,False,0.0
Abirami Fibres,Peravurani,2026,FQ4,116.0,57.0,19.0,0.0,True,False,33.33333333333333
Abirami Fibres,Peravurani,2027,FQ1,107.0,89.0,12.0,0.0,True,False,13.48314606741573
Abishak Exporters,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
Abishak Exporters,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
Adithya Coco Products,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Adithya Coco Products,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Adithya Coco Products,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Adithya Coco Products,Pollachi,2021,FQ4,284.0,25.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2022,FQ1,240.0,125.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2022,FQ2,180.0,100.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2022,FQ3,100.0,100.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2022,FQ4,30.0,25.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2023,FQ2,83.0,43.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2023,FQ3,50.0,25.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2023,FQ4,304.0,143.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2024,FQ1,192.0,91.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2024,FQ2,99.0,74.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2024,FQ3,67.0,60.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2024,FQ4,328.0,213.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2025,FQ1,119.0,103.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2025,FQ2,60.0,42.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2025,FQ3,34.0,22.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2025,FQ4,362.0,342.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2026,FQ1,64.0,24.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2026,FQ2,114.0,97.0,25.0,0.0,True,False,25.773195876288657
Adithya Coco Products,Pollachi,2026,FQ3,220.0,116.0,71.0,0.0,True,False,61.206896551724135
Adithya Coco Products,Pollachi,2026,FQ4,144.0,180.0,0.0,0.0,True,False,0.0
Adithya Coco Products,Pollachi,2027,FQ1,49.0,22.0,0.0,0.0,True,False,0.0
Adithya Coco Products,UNKNOWN,2026,FQ3,0.0,0.0,0.0,95.36,False,True,
Afri Coco Natural,Pollachi,2017,FQ3,0.0,0.0,0.0,24.09,False,True,
Agrarian Bio Fuels,Madurai,2025,FQ4,0.0,0.0,0.0,155.0,False,True,
Agrarian Bio Fuels,Madurai,2026,FQ1,0.0,0.0,0.0,30.09,False,True,
Agrarian Bio Fuels,Madurai,2027,FQ1,0.0,0.0,0.0,43.84,False,True,
Agrogreen Exports,Pollachi,2021,FQ3,0.0,0.0,0.0,39.4,False,True,
Agrogreen Exports,Pollachi,2021,FQ4,0.0,0.0,0.0,177.94,False,True,
Agrogreen Exports,Pollachi,2022,FQ1,0.0,0.0,0.0,84.52,False,True,
Aiswarya Coir,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2025,FQ1,25.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2025,FQ4,183.0,143.0,23.0,0.0,True,False,16.083916083916083
Aiswarya Coir,Pollachi,2026,FQ1,72.0,72.0,0.0,0.0,True,False,0.0
Aiswarya Coir,Pollachi,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2026,FQ3,25.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,Pollachi,2026,FQ4,24.0,24.0,0.0,0.0,True,False,0.0
Aiswarya Coir,Pollachi,2027,FQ1,10.0,0.0,0.0,0.0,True,False,
Aiswarya Coir,UNKNOWN,2025,FQ4,0.0,0.0,0.0,22.69,False,True,
Aiswarya Coir,UNKNOWN,2026,FQ1,0.0,0.0,0.0,23.58,False,True,
Ak Sai Ashwin Coirs,Peravurani,2024,FQ2,0.0,0.0,0.0,20.5,False,True,
Ak Sai Ashwin Coirs,Peravurani,2025,FQ4,0.0,0.0,0.0,102.22,False,True,
Ak Sai Ashwin Coirs,Peravurani,2026,FQ4,0.0,0.0,0.0,92.18,False,True,
Ak Sai Ashwin Coirs,Peravurani,2027,FQ1,0.0,0.0,0.0,85.26,False,True,
Akshya Coirs,Salem,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2023,FQ3,65.0,50.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2023,FQ4,162.0,50.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2024,FQ1,87.0,97.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2024,FQ2,57.0,22.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2024,FQ3,8.0,0.0,0.0,0.0,True,False,
Akshya Coirs,Salem,2024,FQ4,47.0,47.0,25.0,0.0,True,False,53.191489361702125
Akshya Coirs,Salem,2025,FQ1,89.0,64.0,44.0,0.0,True,False,68.75
Akshya Coirs,Salem,2025,FQ2,134.0,20.0,20.0,0.0,True,False,100.0
Akshya Coirs,Salem,2025,FQ3,106.0,112.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2025,FQ4,241.0,222.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2026,FQ1,172.0,142.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2026,FQ2,196.0,196.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2026,FQ3,221.0,147.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2026,FQ4,295.0,270.0,0.0,0.0,True,False,0.0
Akshya Coirs,Salem,2027,FQ1,188.0,189.0,0.0,0.0,True,False,0.0
Akshya Fiber,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2021,FQ2,4.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2021,FQ4,7.0,6.0,0.0,0.0,True,False,0.0
Akshya Fiber,Madurai,2022,FQ1,20.0,10.0,0.0,0.0,True,False,0.0
Akshya Fiber,Madurai,2022,FQ2,12.0,5.0,0.0,0.0,True,False,0.0
Akshya Fiber,Madurai,2022,FQ3,5.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2022,FQ4,1.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Akshya Fiber,Pollachi,2021,FQ1,125.0,85.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2021,FQ2,65.0,40.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2021,FQ3,80.0,65.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2021,FQ4,415.0,280.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2022,FQ1,240.0,165.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2022,FQ2,359.0,220.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2022,FQ3,150.0,40.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2022,FQ4,60.0,60.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2023,FQ2,50.0,50.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2023,FQ3,40.0,40.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2023,FQ4,407.0,372.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2024,FQ1,205.0,123.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2024,FQ2,333.0,256.0,26.0,26.34,True,True,10.15625
Akshya Fiber,Pollachi,2024,FQ3,50.0,75.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2024,FQ4,615.0,560.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2025,FQ1,343.0,310.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2025,FQ2,75.0,25.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2025,FQ3,20.0,20.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2025,FQ4,472.0,397.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2026,FQ1,25.0,25.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2026,FQ2,175.0,100.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2026,FQ3,65.0,45.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2026,FQ4,367.0,318.0,0.0,0.0,True,False,0.0
Akshya Fiber,Pollachi,2027,FQ1,232.0,99.0,0.0,0.0,True,False,0.0
Al Rahmaan Coir Industries,Madurai,2016,FQ2,0.0,0.0,0.0,15.75,False,True,
Alam Coco,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2024,FQ4,55.0,20.0,20.0,20.39,True,True,100.0
Alam Coco,Pollachi,2025,FQ1,10.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2025,FQ2,34.0,20.0,0.0,0.0,True,False,0.0
Alam Coco,Pollachi,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2026,FQ2,10.0,0.0,0.0,0.0,True,False,
Alam Coco,Pollachi,2026,FQ3,20.0,20.0,0.0,0.0,True,False,0.0
Alam Coco,Pollachi,2026,FQ4,254.0,74.0,0.0,0.0,True,False,0.0
Alam Coco,Pollachi,2027,FQ1,112.0,69.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Almighty Fibres,Madurai,2023,FQ2,22.0,16.0,0.0,15.5,True,True,0.0
Almighty Fibres,Madurai,2023,FQ3,60.0,41.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2023,FQ4,40.0,20.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2024,FQ1,70.0,70.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2024,FQ2,113.0,108.0,17.0,17.06,True,True,15.74074074074074
Almighty Fibres,Madurai,2024,FQ3,21.0,16.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2024,FQ4,179.0,167.0,35.0,35.34,True,True,20.958083832335326
Almighty Fibres,Madurai,2025,FQ1,177.0,160.0,46.0,45.83,True,True,28.749999999999996
Almighty Fibres,Madurai,2025,FQ2,235.0,211.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2025,FQ3,67.0,68.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2025,FQ4,167.0,175.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2026,FQ1,216.0,179.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2026,FQ2,214.0,246.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2026,FQ3,175.0,160.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2026,FQ4,192.0,190.0,0.0,0.0,True,False,0.0
Almighty Fibres,Madurai,2027,FQ1,263.0,265.0,0.0,0.0,True,False,0.0
"Alpha Coco Peat Products,Tenkasi",Madurai,2014,FQ3,0.0,0.0,0.0,23.02,False,True,
"Alpha Coco Peat Products,Tenkasi",Madurai,2014,FQ4,0.0,0.0,0.0,25.57,False,True,
"Alpha Coco Peat Products,Tenkasi",Madurai,2015,FQ1,0.0,0.0,0.0,49.23,False,True,
Amazon Agro Products,Madurai,2015,FQ2,0.0,0.0,0.0,70.67,False,True,
Amazon Agro Products,Madurai,2015,FQ3,0.0,0.0,0.0,103.57000000000001,False,True,
Amazon Agro Products,Madurai,2015,FQ4,0.0,0.0,0.0,101.85000000000001,False,True,
Amazon Agro Products,Madurai,2016,FQ1,0.0,0.0,0.0,52.35,False,True,
Amazon Agro Products,Madurai,2016,FQ2,0.0,0.0,0.0,59.45,False,True,
Amazon Agro Products,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Amazon Agro Products,Madurai,2022,FQ3,15.0,0.0,0.0,0.0,True,False,
Amazon Agro Products,Madurai,2022,FQ4,60.0,60.0,30.0,119.455,True,True,50.0
Amazon Agro Products,Madurai,2023,FQ2,210.0,165.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2023,FQ3,210.0,195.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2023,FQ4,120.0,90.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2024,FQ1,145.0,120.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2024,FQ2,174.0,165.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2024,FQ3,11.0,15.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2024,FQ4,450.0,450.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2025,FQ1,240.0,240.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2025,FQ2,231.0,260.0,113.0,85.08,True,True,43.46153846153846
Amazon Agro Products,Madurai,2025,FQ3,4.0,14.0,14.0,0.0,True,False,100.0
Amazon Agro Products,Madurai,2025,FQ4,236.0,240.0,46.0,46.339999999999996,True,True,19.166666666666668
Amazon Agro Products,Madurai,2026,FQ1,118.0,118.0,30.0,30.160000000000004,True,True,25.423728813559322
Amazon Agro Products,Madurai,2026,FQ2,188.0,188.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2026,FQ3,126.0,126.0,0.0,0.0,True,False,0.0
Amazon Agro Products,Madurai,2026,FQ4,158.0,134.0,16.0,15.98,True,True,11.940298507462686
Amazon Agro Products,Madurai,2027,FQ1,45.0,45.0,0.0,0.0,True,False,0.0
Amirtha Coirs,Kangeyam,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Amirtha Coirs,Kangeyam,2026,FQ1,240.0,240.0,0.0,0.0,True,False,0.0
Amirtha Coirs,Kangeyam,2026,FQ2,214.0,169.0,0.0,0.0,True,False,0.0
Amirtha Coirs,Kangeyam,2026,FQ3,158.0,113.0,0.0,0.0,True,False,0.0
Amirtha Coirs,Kangeyam,2026,FQ4,173.0,145.0,24.0,22.01,True,True,16.551724137931036
Amirtha Coirs,Kangeyam,2027,FQ1,145.0,120.0,0.0,0.0,True,False,0.0
Amjath Ali Fibers,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Amjath Ali Fibers,Madurai,2021,FQ3,20.0,20.0,0.0,0.0,True,False,0.0
Amjath Ali Fibers,Madurai,2021,FQ4,103.0,77.0,0.0,0.0,True,False,0.0
